company_id,creator,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,confidence,justification
CYBR,Alibaba,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; Alibaba models could serve as upstream AI capability
CYBR,Anthropic,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; Anthropic models could serve as upstream AI capability
CYBR,DeepSeek,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; DeepSeek models could serve as upstream AI capability
CYBR,Google,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; Google models could serve as upstream AI capability
CYBR,Kuaishou,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; Kuaishou models could serve as upstream AI capability
CYBR,Meta,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; Meta models could serve as upstream AI capability
CYBR,Microsoft,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; Microsoft models could serve as upstream AI capability
CYBR,Mistral AI,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; Mistral AI models could serve as upstream AI capability
CYBR,OpenAI,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; OpenAI models could serve as upstream AI capability
CYBR,Runway,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; Runway models could serve as upstream AI capability
CYBR,ShengShu Technology,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; ShengShu Technology models could serve as upstream AI capability
CYBR,Stability AI,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; Stability AI models could serve as upstream AI capability
CYBR,Zhipu AI,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; Zhipu AI models could serve as upstream AI capability
CYBR,xAI,0,0,1,0,0,0,0,0,M,CyberArk integrates AI-based threat detection into identity security products; xAI models could serve as upstream AI capability
FTNT,Alibaba,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; Alibaba models represent upstream AI capability advances
FTNT,Anthropic,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; Anthropic models represent upstream AI capability advances
FTNT,DeepSeek,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; DeepSeek models represent upstream AI capability advances
FTNT,Google,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; Google models represent upstream AI capability advances
FTNT,Kuaishou,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; Kuaishou models represent upstream AI capability advances
FTNT,Meta,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; Meta models represent upstream AI capability advances
FTNT,Microsoft,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; Microsoft models represent upstream AI capability advances
FTNT,Mistral AI,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; Mistral AI models represent upstream AI capability advances
FTNT,OpenAI,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; OpenAI models represent upstream AI capability advances
FTNT,Runway,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; Runway models represent upstream AI capability advances
FTNT,ShengShu Technology,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; ShengShu Technology models represent upstream AI capability advances
FTNT,Stability AI,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; Stability AI models represent upstream AI capability advances
FTNT,Zhipu AI,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; Zhipu AI models represent upstream AI capability advances
FTNT,xAI,0,0,1,0,0,0,0,0,M,Fortinet embeds FortiAI into network security products; xAI models represent upstream AI capability advances
NICE,Alibaba,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from Alibaba affect upstream AI capabilities
NICE,Anthropic,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from Anthropic affect upstream AI capabilities
NICE,DeepSeek,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from DeepSeek affect upstream AI capabilities
NICE,Google,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from Google affect upstream AI capabilities
NICE,Kuaishou,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from Kuaishou affect upstream AI capabilities
NICE,Meta,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from Meta affect upstream AI capabilities
NICE,Microsoft,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from Microsoft affect upstream AI capabilities
NICE,Mistral AI,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from Mistral AI affect upstream AI capabilities
NICE,OpenAI,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from OpenAI affect upstream AI capabilities
NICE,Runway,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from Runway affect upstream AI capabilities
NICE,ShengShu Technology,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from ShengShu Technology affect upstream AI capabilities
NICE,Stability AI,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from Stability AI affect upstream AI capabilities
NICE,Zhipu AI,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from Zhipu AI affect upstream AI capabilities
NICE,xAI,0,0,1,0,0,0,0,0,M,NICE Systems integrates CXone AI into contact center software; LLM advances from xAI affect upstream AI capabilities
OKTA,Alibaba,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; Alibaba LLM advances affect upstream AI capabilities
OKTA,Anthropic,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; Anthropic LLM advances affect upstream AI capabilities
OKTA,DeepSeek,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; DeepSeek LLM advances affect upstream AI capabilities
OKTA,Google,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; Google LLM advances affect upstream AI capabilities
OKTA,Kuaishou,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; Kuaishou LLM advances affect upstream AI capabilities
OKTA,Meta,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; Meta LLM advances affect upstream AI capabilities
OKTA,Microsoft,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; Microsoft LLM advances affect upstream AI capabilities
OKTA,Mistral AI,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; Mistral AI LLM advances affect upstream AI capabilities
OKTA,OpenAI,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; OpenAI LLM advances affect upstream AI capabilities
OKTA,Runway,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; Runway LLM advances affect upstream AI capabilities
OKTA,ShengShu Technology,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; ShengShu Technology LLM advances affect upstream AI capabilities
OKTA,Stability AI,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; Stability AI LLM advances affect upstream AI capabilities
OKTA,Zhipu AI,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; Zhipu AI LLM advances affect upstream AI capabilities
OKTA,xAI,0,0,1,0,0,0,0,0,M,Okta integrates AI-powered identity threat detection into IAM platform; xAI LLM advances affect upstream AI capabilities
PEGA,Alibaba,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; Alibaba LLM advances affect upstream AI capabilities
PEGA,Anthropic,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; Anthropic LLM advances affect upstream AI capabilities
PEGA,DeepSeek,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; DeepSeek LLM advances affect upstream AI capabilities
PEGA,Google,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; Google LLM advances affect upstream AI capabilities
PEGA,Kuaishou,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; Kuaishou LLM advances affect upstream AI capabilities
PEGA,Meta,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; Meta LLM advances affect upstream AI capabilities
PEGA,Microsoft,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; Microsoft LLM advances affect upstream AI capabilities
PEGA,Mistral AI,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; Mistral AI LLM advances affect upstream AI capabilities
PEGA,OpenAI,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; OpenAI LLM advances affect upstream AI capabilities
PEGA,Runway,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; Runway LLM advances affect upstream AI capabilities
PEGA,ShengShu Technology,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; ShengShu Technology LLM advances affect upstream AI capabilities
PEGA,Stability AI,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; Stability AI LLM advances affect upstream AI capabilities
PEGA,Zhipu AI,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; Zhipu AI LLM advances affect upstream AI capabilities
