"event_id","event_trading_date","trading_day_index","term","coefficient","observations"
"AIT-2022-04-002","2022-04-06",318,"rel_upstream_hardware",0.084077375398473,12
"AIT-2022-04-002","2022-04-06",318,"rel_is_investor",-0.0932685275079362,12
"AIT-2022-10-001","2022-10-20",454,"rel_upstream_hardware",0.201455297738985,43
"AIT-2022-10-001","2022-10-20",454,"rel_upstream_cloud",0.0314950960003637,43
"AIT-2022-10-001","2022-10-20",454,"rel_downstream_integrator",0.0599679303460896,43
"AIT-2022-10-001","2022-10-20",454,"rel_downstream_deployer",0.249225229054036,43
"AIT-2022-10-001","2022-10-20",454,"rel_downstream_enabler",0.0305270212886012,43
"AIT-2022-10-001","2022-10-20",454,"rel_competitor",-0.136048828151153,43
"AIT-2022-12-001","2022-12-07",487,"rel_upstream_hardware",0.0277737765572797,43
"AIT-2022-12-001","2022-12-07",487,"rel_upstream_cloud",-0.134453277617396,43
"AIT-2022-12-001","2022-12-07",487,"rel_downstream_integrator",-0.015963754007357,43
"AIT-2022-12-001","2022-12-07",487,"rel_downstream_deployer",-0.0356088340754685,43
"AIT-2022-12-001","2022-12-07",487,"rel_downstream_enabler",0.0347321199484945,43
"AIT-2022-12-001","2022-12-07",487,"rel_competitor",0.0721267965484393,43
"AIT-2023-03-002","2023-03-14",552,"rel_upstream_hardware",-0.076312513592208,43
"AIT-2023-03-002","2023-03-14",552,"rel_upstream_cloud",-0.0810997338767629,43
"AIT-2023-03-002","2023-03-14",552,"rel_downstream_integrator",-0.0277256546325352,43
"AIT-2023-03-002","2023-03-14",552,"rel_downstream_deployer",-0.0809140054877301,43
"AIT-2023-03-002","2023-03-14",552,"rel_downstream_enabler",-0.0910772503376213,43
"AIT-2023-03-002","2023-03-14",552,"rel_competitor",0.0268015195039358,43
"AIT-2023-03-002","2023-03-14",552,"rel_is_investor",0.0510354486172185,43
"AIT-2023-05-002","2023-05-10",592,"rel_upstream_hardware",0.198941018059743,43
"AIT-2023-05-002","2023-05-10",592,"rel_upstream_cloud",-0.0612059816067613,43
"AIT-2023-05-002","2023-05-10",592,"rel_downstream_integrator",0.126482397235594,43
"AIT-2023-05-002","2023-05-10",592,"rel_downstream_deployer",0.0973689085078091,43
"AIT-2023-05-002","2023-05-10",592,"rel_downstream_enabler",0.0636763345303072,43
"AIT-2023-05-002","2023-05-10",592,"rel_competitor",0.131080409260776,43
"AIT-2023-05-002","2023-05-10",592,"rel_is_owner",0.314550968312248,43
"AIT-2023-07-002","2023-07-11",633,"rel_upstream_hardware",-0.0013438653812007,43
"AIT-2023-07-002","2023-07-11",633,"rel_upstream_cloud",0.0506449309831384,43
"AIT-2023-07-002","2023-07-11",633,"rel_downstream_integrator",-0.0287473225640466,43
"AIT-2023-07-002","2023-07-11",633,"rel_downstream_deployer",0.0799719787721669,43
"AIT-2023-07-002","2023-07-11",633,"rel_downstream_enabler",0.0409329986521589,43
"AIT-2023-07-002","2023-07-11",633,"rel_competitor",-0.0889454461448283,43
"AIT-2023-07-002","2023-07-11",633,"rel_is_investor",0.10164048866506,43
"AIT-2023-07-003","2023-07-18",638,"rel_upstream_hardware",-0.0228274179044859,43
"AIT-2023-07-003","2023-07-18",638,"rel_upstream_cloud",0.0235905564398488,43
"AIT-2023-07-003","2023-07-18",638,"rel_downstream_integrator",0.0210157191329317,43
"AIT-2023-07-003","2023-07-18",638,"rel_downstream_deployer",-0.0321207719195811,43
"AIT-2023-07-003","2023-07-18",638,"rel_downstream_enabler",0.0342842730283336,43
"AIT-2023-07-003","2023-07-18",638,"rel_competitor",-0.0840373292993614,43
"AIT-2023-07-003","2023-07-18",638,"rel_is_owner",-0.0636847133344747,43
"AIT-2023-07-001","2023-07-26",644,"rel_upstream_hardware",0.0457316357168708,43
"AIT-2023-07-001","2023-07-26",644,"rel_upstream_cloud",0.0356633707018139,43
"AIT-2023-07-001","2023-07-26",644,"rel_downstream_integrator",0.0570103680425817,43
"AIT-2023-07-001","2023-07-26",644,"rel_downstream_deployer",-0.0304568126240073,43
"AIT-2023-07-001","2023-07-26",644,"rel_downstream_enabler",0.0972409190228978,43
"AIT-2023-07-001","2023-07-26",644,"rel_competitor",0.0198476804274917,43
"AIT-2023-10-001","2023-10-19",704,"rel_upstream_hardware",-0.0321870770359995,43
"AIT-2023-10-001","2023-10-19",704,"rel_upstream_cloud",-0.0574565095843654,43
"AIT-2023-10-001","2023-10-19",704,"rel_downstream_integrator",-0.083414416588511,43
"AIT-2023-10-001","2023-10-19",704,"rel_downstream_deployer",0.0222882937428918,43
"AIT-2023-10-001","2023-10-19",704,"rel_downstream_enabler",-0.0886784102540866,43
"AIT-2023-10-001","2023-10-19",704,"rel_competitor",-0.0330166425520742,43
"AIT-2023-10-001","2023-10-19",704,"rel_is_investor",0.155538049464616,43
"AIT-2023-12-002","2023-12-06",737,"rel_upstream_hardware",-0.036420841916865,43
"AIT-2023-12-002","2023-12-06",737,"rel_upstream_cloud",-0.0311756648738973,43
"AIT-2023-12-002","2023-12-06",737,"rel_downstream_integrator",-0.0832354583290628,43
"AIT-2023-12-002","2023-12-06",737,"rel_downstream_deployer",-0.126823376504704,43
"AIT-2023-12-002","2023-12-06",737,"rel_downstream_enabler",-0.0187409990328346,43
"AIT-2023-12-002","2023-12-06",737,"rel_competitor",-0.0457720785708962,43
"AIT-2023-12-002","2023-12-06",737,"rel_is_owner",-0.0924839993303756,43
"AIT-2023-12-001","2023-12-20",747,"rel_upstream_hardware",0.0736145800619892,43
"AIT-2023-12-001","2023-12-20",747,"rel_upstream_cloud",0.00489760568503007,43
"AIT-2023-12-001","2023-12-20",747,"rel_downstream_integrator",0.06621623272216,43
"AIT-2023-12-001","2023-12-20",747,"rel_downstream_deployer",-0.0295685599054972,43
"AIT-2023-12-001","2023-12-20",747,"rel_downstream_enabler",0.0455595669008381,43
"AIT-2023-12-001","2023-12-20",747,"rel_competitor",-0.0155024630259906,43
"AIT-2024-02-003","2024-02-15",785,"rel_upstream_hardware",-0.327795109063702,43
"AIT-2024-02-003","2024-02-15",785,"rel_upstream_cloud",0.334549182606057,43
"AIT-2024-02-003","2024-02-15",785,"rel_downstream_integrator",-0.461153977146086,43
"AIT-2024-02-003","2024-02-15",785,"rel_downstream_deployer",-0.330514037752871,43
"AIT-2024-02-003","2024-02-15",785,"rel_downstream_enabler",-0.354031899156068,43
"AIT-2024-02-003","2024-02-15",785,"rel_competitor",-0.137967585309165,43
"AIT-2024-02-003","2024-02-15",785,"rel_is_owner",-0.669048940093091,43
"AIT-2024-02-001","2024-02-22",789,"rel_upstream_hardware",-0.235325452163388,43
"AIT-2024-02-001","2024-02-22",789,"rel_upstream_cloud",0.0100046356578559,43
"AIT-2024-02-001","2024-02-22",789,"rel_downstream_integrator",-0.287065911447297,43
"AIT-2024-02-001","2024-02-22",789,"rel_downstream_deployer",-0.247934236385746,43
"AIT-2024-02-001","2024-02-22",789,"rel_downstream_enabler",-0.34766187987418,43
"AIT-2024-02-001","2024-02-22",789,"rel_competitor",-0.122479046392191,43
"AIT-2024-03-002","2024-03-04",796,"rel_upstream_hardware",-0.173758563170594,43
"AIT-2024-03-002","2024-03-04",796,"rel_upstream_cloud",0.207567897476321,43
"AIT-2024-03-002","2024-03-04",796,"rel_downstream_integrator",-0.208859156636961,43
"AIT-2024-03-002","2024-03-04",796,"rel_downstream_deployer",-0.138983091409794,43
"AIT-2024-03-002","2024-03-04",796,"rel_downstream_enabler",-0.265235810926506,43
"AIT-2024-03-002","2024-03-04",796,"rel_competitor",-0.094608906383468,43
"AIT-2024-03-002","2024-03-04",796,"rel_is_investor",-0.11012719519175,43
"AIT-2024-04-001","2024-04-03",817,"rel_upstream_hardware",0.101373312103485,43
"AIT-2024-04-001","2024-04-03",817,"rel_upstream_cloud",0.13021067486589,43
"AIT-2024-04-001","2024-04-03",817,"rel_downstream_integrator",0.0585749117169858,43
"AIT-2024-04-001","2024-04-03",817,"rel_downstream_deployer",0.114665795302036,43
"AIT-2024-04-001","2024-04-03",817,"rel_downstream_enabler",0.0148589329595866,43
"AIT-2024-04-001","2024-04-03",817,"rel_competitor",0.0808488605338348,43
"AIT-2024-04-003","2024-04-17",827,"rel_upstream_hardware",0.0168646575936768,44
"AIT-2024-04-003","2024-04-17",827,"rel_upstream_cloud",0.100300643529757,44
"AIT-2024-04-003","2024-04-17",827,"rel_downstream_integrator",-0.0318368693718062,44
"AIT-2024-04-003","2024-04-17",827,"rel_downstream_deployer",0.0309240362216868,44
"AIT-2024-04-003","2024-04-17",827,"rel_downstream_enabler",-0.0116051514891305,44
"AIT-2024-04-003","2024-04-17",827,"rel_competitor",-0.00675129958635689,44
"AIT-2024-04-003","2024-04-17",827,"rel_is_investor",-0.0805156083080214,44
"AIT-2024-04-004","2024-04-18",828,"rel_upstream_hardware",-0.0234488056918186,44
"AIT-2024-04-004","2024-04-18",828,"rel_upstream_cloud",-0.106509892039104,44
"AIT-2024-04-004","2024-04-18",828,"rel_downstream_integrator",-0.0896868208533155,44
"AIT-2024-04-004","2024-04-18",828,"rel_downstream_deployer",-0.0717880199450818,44
"AIT-2024-04-004","2024-04-18",828,"rel_downstream_enabler",-0.0289504590015172,44
"AIT-2024-04-004","2024-04-18",828,"rel_competitor",0.111412552520806,44
"AIT-2024-04-004","2024-04-18",828,"rel_is_owner",-0.183590198414161,44
"AIT-2024-04-005","2024-04-23",831,"rel_upstream_hardware",0.0973907551277451,44
"AIT-2024-04-005","2024-04-23",831,"rel_upstream_cloud",0.0965593255473511,44
"AIT-2024-04-005","2024-04-23",831,"rel_downstream_integrator",-0.0184250395774097,44
"AIT-2024-04-005","2024-04-23",831,"rel_downstream_deployer",0.014649408539806,44
"AIT-2024-04-005","2024-04-23",831,"rel_downstream_enabler",0.020167720665414,44
"AIT-2024-04-005","2024-04-23",831,"rel_competitor",0.02755408390526,44
"AIT-2024-04-005","2024-04-23",831,"rel_is_owner",-0.0485002726899196,44
"AIT-2024-05-001","2024-05-13",845,"rel_upstream_hardware",-0.0622992419581248,44
"AIT-2024-05-001","2024-05-13",845,"rel_upstream_cloud",-0.108677562766451,44
"AIT-2024-05-001","2024-05-13",845,"rel_downstream_integrator",-0.147720177152574,44
"AIT-2024-05-001","2024-05-13",845,"rel_downstream_deployer",-0.0895976637851176,44
"AIT-2024-05-001","2024-05-13",845,"rel_downstream_enabler",-0.0772328091203031,44
"AIT-2024-05-001","2024-05-13",845,"rel_competitor",0.00375965270969934,44
"AIT-2024-05-001","2024-05-13",845,"rel_is_investor",0.193124670066927,44
"AIT-2024-05-002","2024-05-14",846,"rel_upstream_hardware",-0.0102442334468537,44
"AIT-2024-05-002","2024-05-14",846,"rel_upstream_cloud",0.051559896534424,44
"AIT-2024-05-002","2024-05-14",846,"rel_downstream_integrator",-0.11885446415594,44
"AIT-2024-05-002","2024-05-14",846,"rel_downstream_deployer",-0.0780392936630789,44
"AIT-2024-05-002","2024-05-14",846,"rel_downstream_enabler",-0.0679522715256156,44
"AIT-2024-05-002","2024-05-14",846,"rel_competitor",-0.0059280214895503,44
"AIT-2024-05-002","2024-05-14",846,"rel_is_owner",-0.145503311690919,44
"AIT-2024-06-001","2024-06-12",866,"rel_upstream_hardware",0.0794066786954151,44
"AIT-2024-06-001","2024-06-12",866,"rel_upstream_cloud",-0.0618646538169343,44
"AIT-2024-06-001","2024-06-12",866,"rel_downstream_integrator",0.107786251018938,44
"AIT-2024-06-001","2024-06-12",866,"rel_downstream_deployer",-0.00482799073016578,44
"AIT-2024-06-001","2024-06-12",866,"rel_downstream_enabler",0.1644242776076,44
"AIT-2024-06-001","2024-06-12",866,"rel_competitor",0.0923810063136511,44
"AIT-2024-06-003","2024-06-17",869,"rel_upstream_hardware",-0.0773091771821514,44
"AIT-2024-06-003","2024-06-17",869,"rel_upstream_cloud",-0.0130469605252491,44
"AIT-2024-06-003","2024-06-17",869,"rel_downstream_integrator",0.00343823286767049,44
"AIT-2024-06-003","2024-06-17",869,"rel_downstream_deployer",-0.0681410096303183,44
"AIT-2024-06-003","2024-06-17",869,"rel_downstream_enabler",0.145390390121077,44
"AIT-2024-06-003","2024-06-17",869,"rel_competitor",0.0236564586079365,44
"AIT-2024-06-004","2024-06-17",869,"rel_upstream_hardware",-0.0652711592225922,44
"AIT-2024-06-004","2024-06-17",869,"rel_upstream_cloud",-0.0214941163457376,44
"AIT-2024-06-004","2024-06-17",869,"rel_downstream_integrator",0.00811651600569685,44
"AIT-2024-06-004","2024-06-17",869,"rel_downstream_deployer",-0.0625541951377528,44
"AIT-2024-06-004","2024-06-17",869,"rel_downstream_enabler",0.151152483935631,44
"AIT-2024-06-004","2024-06-17",869,"rel_competitor",0.0573504609357652,44
"AIT-2024-06-005","2024-06-20",871,"rel_upstream_hardware",-0.166536409332334,44
"AIT-2024-06-005","2024-06-20",871,"rel_upstream_cloud",0.00371779798334929,44
"AIT-2024-06-005","2024-06-20",871,"rel_downstream_integrator",-0.0605829480758772,44
"AIT-2024-06-005","2024-06-20",871,"rel_downstream_deployer",-0.0886418028034033,44
"AIT-2024-06-005","2024-06-20",871,"rel_downstream_enabler",0.0978184055013423,44
"AIT-2024-06-005","2024-06-20",871,"rel_competitor",-0.0178177340655176,44
"AIT-2024-06-005","2024-06-20",871,"rel_is_investor",-0.0329617071666014,44
"AIT-2024-07-001","2024-07-18",890,"rel_upstream_hardware",-0.0680283169346184,44
"AIT-2024-07-001","2024-07-18",890,"rel_upstream_cloud",-0.111708359169506,44
"AIT-2024-07-001","2024-07-18",890,"rel_downstream_integrator",-0.0676949399875982,44
"AIT-2024-07-001","2024-07-18",890,"rel_downstream_deployer",0.073538088001526,44
"AIT-2024-07-001","2024-07-18",890,"rel_downstream_enabler",0.00563807864115098,44
"AIT-2024-07-001","2024-07-18",890,"rel_competitor",-0.0160062082235763,44
"AIT-2024-07-001","2024-07-18",890,"rel_is_investor",0.130517738403431,44
"AIT-2024-07-002","2024-07-23",893,"rel_upstream_hardware",0.036349285033089,44
"AIT-2024-07-002","2024-07-23",893,"rel_upstream_cloud",0.189521517567304,44
"AIT-2024-07-002","2024-07-23",893,"rel_downstream_integrator",0.10966003775592,44
"AIT-2024-07-002","2024-07-23",893,"rel_downstream_deployer",0.252162303014234,44
"AIT-2024-07-002","2024-07-23",893,"rel_downstream_enabler",0.141302175478363,44
"AIT-2024-07-002","2024-07-23",893,"rel_competitor",-0.223199285795253,44
"AIT-2024-07-002","2024-07-23",893,"rel_is_owner",0.16378638966356,44
"AIT-2024-07-006","2024-07-23",893,"rel_upstream_hardware",-0.0138402341871738,44
"AIT-2024-07-006","2024-07-23",893,"rel_upstream_cloud",-0.0484794651174367,44
"AIT-2024-07-006","2024-07-23",893,"rel_downstream_integrator",0.0646539117822415,44
"AIT-2024-07-006","2024-07-23",893,"rel_downstream_deployer",0.1355659030107,44
"AIT-2024-07-006","2024-07-23",893,"rel_downstream_enabler",0.0907085797506805,44
"AIT-2024-07-006","2024-07-23",893,"rel_competitor",-0.0211280796699104,44
"AIT-2024-07-007","2024-07-24",894,"rel_upstream_hardware",-0.0144682386587038,44
"AIT-2024-07-007","2024-07-24",894,"rel_upstream_cloud",-0.0462919756712368,44
"AIT-2024-07-007","2024-07-24",894,"rel_downstream_integrator",0.0513284872946728,44
"AIT-2024-07-007","2024-07-24",894,"rel_downstream_deployer",0.118660126895942,44
