company_id,creator,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,confidence,justification
3690 HK,Alibaba,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,Anthropic,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,DeepSeek,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,Google,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,Kuaishou,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,Meta,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,Microsoft,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,Mistral AI,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,OpenAI,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,Runway,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,ShengShu Technology,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,Stability AI,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,xAI,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
3690 HK,Zhipu AI,0,0,0,1,0,0,0,0,M,AI in delivery optimization; core is local services
4755 JP,Alibaba,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,Anthropic,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,DeepSeek,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,Google,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,Kuaishou,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,Meta,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,Microsoft,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,Mistral AI,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,OpenAI,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,Runway,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,ShengShu Technology,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,Stability AI,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,xAI,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
4755 JP,Zhipu AI,0,0,0,1,0,0,0,0,M,AI in e-commerce/fintech; core is internet services
700 HK,Alibaba,0,0,0,0,0,1,0,0,M,Hunyuan models compete with all foundation model creators
700 HK,Anthropic,0,0,0,0,0,1,0,0,M,Hunyuan models compete with all foundation model creators
700 HK,DeepSeek,0,0,0,0,0,1,0,0,M,Hunyuan models compete with all foundation model creators
700 HK,Google,0,0,0,0,0,1,0,0,M,Hunyuan models compete with all foundation model creators
